,TransactionID,Date,CustomerID,ProductID,ProductName,Quantity,Price,TotalSales,PaymentType,CustomerAge
2537,5958,2036-04-02,240,1078,Book J,5,114.26,1426.14,Debit Card,87
2538,1140,2026-08-02,583,1014,Book K,5,192.71,4890.04,Credit Card,39
2539,7802,2031-03-25,442,1068,Book N,17,171.2,1697.89,Credit Card,50
2540,2232,2033-04-30,423,1064,Book N,13,135.54,1025.0,Credit Card,32
2541,2165,2032-05-19,31,1045,Book H,4,154.42,485.1,Paypal,33
2542,4278,2028-06-07,967,1066,Book D,9,50.77,1378.21,Credit Card,42
2543,6554,2025-12-24,885,1070,Book E,10,123.68,2261.48,Cash,36
2544,7662,2024-05-27,626,1022,Book L,12,8.0,1925.92,Credit Card,38
2545,4268,2035-12-27,3,1007,Book I,19,198.37,4636.1,Credit Card,76
2546,1571,2031-03-22,783,1006,Book I,16,5.56,1693.81,Credit Card,15
2547,173,2028-08-20,12,1002,Book D,12,28.54,3782.97,Debit Card,87
2548,7418,2031-09-21,147,1036,Book R,5,149.69,3207.28,Credit Card,79
2549,2088,2036-04-14,806,1081,Book G,16,188.15,1038.58,Debit Card,9
2550,8066,2028-05-14,247,1032,Book J,19,162.17,32.43,Debit Card,72
2551,4690,2029-10-18,101,1058,Book H,1,83.7,1412.16,Credit Card,52
2552,7253,2024-10-31,370,1001,Book G,9,70.18,3203.82,Debit Card,93
2553,6486,2030-09-29,830,1050,Book G,9,140.69,4557.74,Debit Card,48
2554,8887,2028-08-13,410,1087,Book I,10,148.82,2687.13,Cash,68
2555,6772,2032-09-16,217,1062,Book P,10,193.64,4766.46,Debit Card,8
2556,1833,2032-08-21,563,1099,Book A,8,15.99,3451.06,Paypal,57
2557,5227,2026-08-31,830,1079,Book M,12,9.24,1205.32,Paypal,5
2558,3996,2034-11-07,932,1033,Book D,10,173.11,2663.33,Debit Card,25
2559,9226,2027-05-07,675,1099,Book G,17,29.63,349.66,Debit Card,74
2560,3429,2032-12-05,925,1023,Book R,19,194.55,4390.19,Cash,57
2561,6108,2029-09-07,886,1096,Book D,4,22.54,1425.24,Paypal,48
2562,3756,2034-05-24,261,1098,Book H,4,17.85,4758.12,Cash,7
2563,5174,2025-07-07,639,1005,Book D,9,82.35,1737.08,Debit Card,84
2564,835,2029-11-21,834,1078,Book E,14,115.17,3208.72,Credit Card,91
2565,2487,2024-10-02,178,1010,Book A,4,51.46,1549.2,Debit Card,77
2566,7984,2032-01-16,53,1069,Book J,1,132.15,3125.87,Debit Card,81
2567,8639,2034-07-24,238,1092,Book R,14,196.27,4653.96,Paypal,58
2568,2883,2024-08-02,915,1038,Book R,2,106.79,2956.1,Credit Card,7
2569,5834,2034-02-20,125,1060,Book H,18,50.61,4447.88,Paypal,40
2570,9221,2035-02-08,304,1036,Book K,4,131.2,778.7,Credit Card,2
2571,9364,2033-12-03,885,1007,Book S,18,116.31,3901.79,Credit Card,37
2572,66,2031-09-23,560,1071,Book M,12,174.81,304.66,Debit Card,26
2573,9861,2025-11-25,673,1029,Book M,11,59.35,3343.4,Debit Card,10
2574,4276,2027-04-01,133,1099,Book T,9,51.45,2284.17,Credit Card,8
2575,8409,2031-09-14,490,1087,Book L,18,81.83,2455.86,Credit Card,6
2576,355,2033-03-20,28,1056,Book E,13,61.79,1177.75,Debit Card,96
2577,7745,2030-08-29,757,1093,Book I,1,52.34,2606.59,Paypal,73
2578,9451,2035-05-01,210,1087,Book N,7,87.42,2874.95,Debit Card,22
2579,5904,2027-07-20,300,1050,Book P,1,177.44,356.23,Debit Card,11
2580,6131,2023-06-08,294,1088,Book P,9,8.37,645.19,Debit Card,83
2581,6897,2024-04-07,941,1049,Book S,5,23.63,1984.98,Debit Card,31
2582,5010,2034-04-06,316,1057,Book H,12,142.53,3373.0,Paypal,14
2583,4225,2025-06-23,214,1067,Book J,2,72.03,786.83,Paypal,92
2584,8210,2032-01-02,978,1096,Book D,3,55.45,734.3,Debit Card,68
2585,5971,2034-12-21,774,1018,Book N,19,137.54,2102.6,Debit Card,62
2586,4529,2026-10-20,844,1052,Book J,19,96.76,4892.47,Debit Card,96
2587,473,2024-04-26,621,1049,Book S,14,167.9,577.26,Credit Card,1
2588,5392,2027-02-14,42,1028,Book H,13,165.06,2098.28,Credit Card,53
2589,6085,2029-09-17,610,1025,Book R,2,70.26,2561.36,Credit Card,37
2590,6056,2033-02-12,478,1040,Book A,15,108.26,4559.76,Debit Card,44
2591,3185,2035-12-25,3,1039,Book J,19,19.13,1872.09,Paypal,4
2592,869,2029-10-28,542,1004,Book J,10,48.95,4979.72,Debit Card,25
2593,4763,2028-03-11,828,1017,Book T,10,168.03,3039.93,Paypal,42
2594,9774,2031-07-18,100,1085,Book T,6,171.46,234.65,Paypal,27
2595,1507,2026-03-08,505,1044,Book J,5,111.52,224.54,Paypal,1
2596,5278,2030-09-20,471,1046,Book P,1,131.91,838.02,Debit Card,26
2597,3406,2024-08-08,412,1096,Book I,6,41.34,758.66,Paypal,78
2598,6146,2035-11-28,99,1034,Book G,17,115.93,3427.98,Paypal,23
2599,5466,2023-12-07,753,1035,Book S,1,91.02,1747.16,Credit Card,70
2600,9426,2031-05-31,814,1066,Book R,3,87.51,4105.27,Credit Card,89
2601,8219,2024-04-17,432,1017,Book K,12,176.89,343.39,Credit Card,85
2602,5373,2030-03-03,694,1004,Book R,1,148.5,3096.11,Debit Card,9
2603,6168,2033-02-03,853,1098,Book R,3,82.45,4637.31,Credit Card,2
2604,1076,2023-04-04,769,1008,Book F,5,111.76,578.18,Debit Card,33
2605,4864,2030-04-26,749,1071,Book K,2,113.22,3837.63,Credit Card,84
2606,6910,2030-01-28,736,1044,Book K,8,62.73,2967.8,Debit Card,20
2607,4412,2025-06-30,296,1038,Book R,16,34.25,358.21,Credit Card,25
2608,3873,2025-08-02,291,1094,Book T,17,22.06,256.65,Credit Card,52
2609,4869,2035-05-19,968,1019,Book N,1,84.36,3151.44,Paypal,9
2610,9350,2027-06-22,905,1065,Book D,5,91.13,3706.97,Cash,18
2611,9061,2030-01-12,542,1017,Book P,9,198.75,2256.91,Debit Card,27
2612,7325,2035-08-31,649,1003,Book T,0,85.02,2070.31,Credit Card,17
2613,8325,2024-03-30,697,1044,Book K,15,139.13,4239.01,Cash,55
2614,74,2030-04-12,257,1075,Book K,0,108.64,4397.99,Cash,8
2615,6018,2036-02-25,9,1075,Book P,5,129.46,2053.09,Debit Card,92
2616,4975,2024-12-22,636,1085,Book K,1,140.62,1092.74,Credit Card,33
2617,5122,2025-05-06,591,1034,Book I,1,196.25,4309.08,Debit Card,31
2618,6854,2034-10-31,340,1035,Book J,19,195.73,1695.12,Credit Card,76
2619,7088,2034-06-17,275,1090,Book O,13,181.48,4912.16,Credit Card,40
2620,1102,2033-07-26,845,1040,Book A,1,164.83,2029.51,Debit Card,50
2621,3147,2031-08-16,121,1053,Book H,7,46.61,2569.2,Debit Card,47
2622,9635,2036-01-30,903,1011,Book I,7,114.23,4145.98,Credit Card,52
2623,7827,2033-11-02,594,1020,Book L,4,124.61,130.59,Credit Card,5
2624,7665,2028-09-11,992,1049,Book O,3,23.48,321.23,Debit Card,22
2625,4844,2031-08-10,598,1040,Book H,1,64.87,889.51,Credit Card,94
2626,119,2029-02-06,366,1092,Book L,12,162.09,887.45,Cash,77
2627,2023,2027-03-02,714,1033,Book L,5,128.44,2657.9,Cash,25
2628,9985,2023-02-21,423,1055,Book E,3,164.98,4233.3,Cash,10
2629,9151,2034-05-08,108,1011,Book K,7,71.46,4861.54,Credit Card,54
2630,2035,2035-08-23,353,1095,Book A,3,46.03,2353.65,Credit Card,0
2631,6170,2035-08-29,700,1068,Book M,6,134.24,683.79,Credit Card,9
2632,8758,2031-11-05,162,1034,Book E,5,86.79,1931.07,Credit Card,4
2633,6420,2036-07-15,924,1085,Book F,2,105.74,3492.7,Cash,68
2634,1220,2025-02-07,428,1020,Book L,14,32.68,1614.68,Cash,94
2635,6664,2026-07-31,712,1034,Book P,1,115.87,1486.52,Cash,55
2636,6822,2026-04-02,216,1034,Book R,3,82.46,506.29,Debit Card,82
2637,8603,2029-08-25,843,1080,Book F,14,95.27,204.02,Paypal,87
2638,9458,2026-08-06,813,1002,Book D,17,14.54,1843.78,Credit Card,78
2639,2511,2028-07-15,646,1018,Book D,3,47.81,3207.68,Credit Card,76
2640,3405,2029-06-23,392,1063,Book M,16,104.57,2096.68,Cash,96
2641,7948,2031-12-06,514,1040,Book T,14,88.23,687.47,Credit Card,8
2642,4594,2031-06-27,835,1061,Book P,1,164.96,2207.28,Debit Card,6
2643,3483,2023-02-21,483,1016,Book R,19,147.93,2201.57,Paypal,24
2644,8710,2024-03-05,702,1091,Book L,16,91.47,2334.25,Credit Card,72
2645,178,2033-11-09,237,1030,Book L,4,11.76,697.39,Credit Card,13
2646,1644,2028-08-05,697,1097,Book B,9,128.81,4709.97,Debit Card,61
2647,9388,2030-08-07,432,1075,Book K,3,178.41,2324.4,Paypal,93
2648,8251,2033-01-31,232,1015,Book B,10,125.06,4399.11,Credit Card,86
2649,1375,2032-01-19,937,1097,Book D,9,9.84,933.16,Credit Card,54
2650,1721,2025-01-17,112,1078,Book D,5,57.63,3364.0,Paypal,92
2651,6086,2026-05-24,16,1002,Book M,4,69.71,1400.49,Debit Card,37
2652,3871,2023-01-21,998,1029,Book L,3,15.38,4012.88,Debit Card,10
2653,2265,2024-06-11,763,1027,Book K,13,34.0,3507.89,Debit Card,8
2654,88,2031-03-26,158,1064,Book T,9,64.45,2731.24,Credit Card,93
2655,2983,2034-12-04,662,1075,Book P,16,121.02,4915.46,Debit Card,96
2656,8780,2034-04-10,180,1024,Book H,8,44.76,3666.95,Debit Card,79
2657,404,2033-07-16,277,1099,Book K,19,110.75,3287.27,Debit Card,54
2658,5457,2031-05-16,511,1082,Book O,0,145.04,4647.34,Debit Card,58
2659,9860,2027-07-27,526,1014,Book G,18,145.07,2765.83,Cash,9
2660,7049,2035-07-26,436,1073,Book F,4,148.77,4331.52,Credit Card,87
2661,6692,2027-06-04,719,1096,Book P,1,186.84,738.12,Credit Card,2
2662,2457,2033-12-26,756,1033,Book E,0,39.19,231.47,Credit Card,22
2663,3729,2032-11-18,970,1018,Book M,17,9.23,2401.84,Debit Card,5
2664,2215,2035-07-08,577,1052,Book J,19,112.49,2504.77,Cash,58
2665,1028,2026-07-21,529,1007,Book P,18,122.36,3108.38,Debit Card,27
2666,9802,2030-08-09,518,1078,Book O,1,109.25,4777.53,Debit Card,64
2667,1422,2030-08-25,510,1071,Book R,9,136.33,4713.47,Credit Card,92
2668,2437,2023-06-22,347,1039,Book P,2,180.72,2808.24,Cash,31
2669,9878,2030-06-14,748,1099,Book F,2,102.16,1744.13,Debit Card,12
2670,5681,2029-09-03,856,1058,Book G,5,59.1,2553.21,Paypal,68
2671,9182,2027-11-03,217,1027,Book O,10,58.93,3897.68,Debit Card,24
2672,1279,2029-05-24,173,1028,Book G,2,62.03,4743.23,Debit Card,18
2673,3657,2030-07-03,365,1006,Book G,13,157.14,2226.45,Debit Card,83
2674,5287,2030-10-18,557,1033,Book B,1,63.11,606.1,Credit Card,16
2675,5182,2031-11-30,474,1064,Book S,18,60.59,4583.03,Credit Card,42
2676,6754,2026-12-28,828,1080,Book D,3,110.53,4641.96,Debit Card,21
2677,1979,2023-07-01,508,1059,Book N,0,131.27,2324.48,Credit Card,40
2678,1062,2023-07-13,281,1037,Book K,13,19.73,1984.21,Credit Card,9
2679,1426,2028-08-17,211,1030,Book S,6,150.11,1108.27,Debit Card,27
2680,4640,2035-10-06,389,1015,Book M,9,154.11,3430.51,Cash,17
2681,8199,2034-07-13,251,1046,Book L,3,79.12,1345.33,Cash,17
2682,4693,2025-08-19,66,1070,Book L,12,37.65,4023.03,Cash,75
2683,1503,2033-08-06,88,1089,Book R,1,51.53,1073.85,Cash,29
2684,8661,2026-03-29,763,1088,Book R,6,151.26,4303.8,Cash,4
2685,2849,2033-11-28,748,1056,Book T,6,142.24,158.36,Debit Card,33
2686,3398,2028-02-14,489,1084,Book M,6,83.91,708.47,Credit Card,5
2687,4924,2026-03-25,642,1094,Book T,2,134.58,3634.6,Paypal,55
2688,5033,2024-11-19,708,1005,Book E,5,184.95,4406.39,Debit Card,78
2689,679,2032-10-04,637,1067,Book B,4,135.05,1164.75,Cash,1
2690,5551,2030-07-02,132,1028,Book J,17,11.05,1044.27,Debit Card,50
2691,2971,2024-07-17,304,1057,Book J,4,13.17,455.83,Debit Card,5
2692,6023,2031-10-24,821,1002,Book J,7,170.39,2345.04,Debit Card,37
2693,7739,2029-12-02,904,1053,Book G,3,37.56,3397.68,Debit Card,61
2694,103,2036-04-06,793,1035,Book O,3,108.25,398.55,Credit Card,45
2695,958,2026-11-09,188,1036,Book I,7,79.41,692.94,Credit Card,8
2696,4964,2033-04-18,290,1066,Book G,9,161.58,874.12,Debit Card,38
2697,8765,2028-11-08,567,1049,Book G,4,9.74,1896.48,Credit Card,61
2698,5825,2031-11-25,72,1049,Book J,4,96.84,4448.72,Cash,1
2699,9804,2031-03-24,511,1070,Book J,9,56.17,4056.18,Credit Card,80
2700,2836,2036-08-02,300,1062,Book F,7,76.59,4382.26,Debit Card,8
2701,2689,2029-03-18,584,1062,Book H,8,19.81,1937.09,Credit Card,95
2702,2771,2032-04-17,887,1030,Book T,5,177.66,4251.8,Credit Card,41
2703,8144,2027-05-21,121,1059,Book F,2,140.29,2322.64,Credit Card,52
2704,7914,2026-12-30,276,1067,Book R,4,176.28,731.11,Debit Card,55
2705,5400,2030-11-30,920,1078,Book P,10,47.31,4653.65,Credit Card,61
2706,3974,2032-09-15,325,1059,Book G,9,115.01,3893.72,Credit Card,46
2707,419,2033-08-31,451,1087,Book S,9,77.31,4079.49,Debit Card,72
2708,9925,2025-05-28,836,1031,Book H,11,140.46,3921.33,Cash,4
2709,8300,2024-11-02,508,1015,Book G,15,177.1,1001.1,Cash,58
2710,3140,2036-02-02,612,1084,Book I,16,101.24,2814.76,Debit Card,99
2711,1948,2023-05-30,864,1009,Book J,1,131.13,4981.52,Debit Card,20
2712,9373,2030-06-07,863,1098,Book J,3,113.82,1694.77,Credit Card,8
2713,2300,2028-05-06,727,1029,Book G,2,18.18,3140.44,Credit Card,12
2714,4636,2028-10-24,290,1001,Book I,18,81.88,539.31,Credit Card,1
2715,4845,2035-07-31,649,1097,Book L,18,181.43,3257.42,Debit Card,23
2716,3995,2024-12-09,623,1022,Book P,2,100.14,2085.64,Credit Card,3
2717,5698,2026-09-26,120,1016,Book I,2,61.43,2345.77,Debit Card,14
2718,3434,2023-05-27,855,1033,Book S,6,170.84,413.9,Debit Card,34
2719,8893,2032-05-21,905,1052,Book A,8,21.26,4647.81,Cash,9
2720,529,2023-11-27,685,1031,Book A,16,199.96,3192.39,Credit Card,12
2721,1234,2027-11-03,264,1071,Book B,15,176.87,1793.87,Credit Card,69
2722,780,2029-04-01,138,1017,Book J,4,135.13,809.17,Cash,77
2723,723,2024-12-19,437,1035,Book P,2,48.03,200.57,Paypal,3
2724,6522,2028-08-07,474,1019,Book N,1,108.28,3811.5,Credit Card,58
2725,6411,2026-08-11,847,1008,Book N,16,113.44,793.36,Paypal,50
2726,1861,2034-11-22,273,1051,Book I,17,174.7,3909.31,Debit Card,80
2727,9661,2024-06-21,59,1008,Book K,3,51.77,2794.92,Credit Card,19
2728,7573,2031-01-05,370,1050,Book K,15,12.53,1169.88,Credit Card,0
2729,8879,2025-03-07,904,1007,Book L,18,170.91,4359.01,Credit Card,20
2730,4170,2032-03-19,879,1030,Book L,3,79.09,2044.29,Credit Card,48
2731,1993,2032-06-20,825,1087,Book R,9,67.5,3380.66,Paypal,81
2732,3922,2034-04-22,342,1059,Book H,2,104.64,1669.35,Credit Card,23
2733,7406,2034-02-26,252,1006,Book H,3,153.61,3869.98,Cash,34
2734,5429,2030-08-26,132,1021,Book E,14,54.11,589.53,Cash,61
2735,7465,2036-07-08,773,1083,Book P,11,5.95,1200.73,Credit Card,20
2736,5442,2035-02-21,245,1087,Book N,6,143.21,2426.41,Credit Card,9
2737,2472,2031-05-02,246,1038,Book D,3,6.82,4204.2,Credit Card,28
2738,5154,2035-10-31,825,1091,Book O,2,152.48,3678.99,Debit Card,96
2739,5525,2031-06-17,658,1038,Book L,4,46.13,1301.44,Debit Card,12
2740,4808,2035-10-13,14,1049,Book M,19,161.65,2271.5,Paypal,3
2741,1397,2026-06-17,643,1016,Book B,18,97.44,3102.16,Debit Card,19
2742,1490,2033-07-20,466,1003,Book N,16,181.71,4398.07,Debit Card,4
2743,4787,2035-11-15,397,1037,Book H,0,155.65,1216.16,Credit Card,7
2744,3397,2031-08-11,289,1010,Book I,1,130.4,1406.28,Debit Card,4
2745,1043,2029-09-22,797,1019,Book O,18,129.0,3533.88,Debit Card,20
2746,8454,2035-12-16,72,1091,Book T,15,80.18,203.05,Cash,68
2747,9672,2030-09-07,388,1052,Book E,10,128.25,1246.53,Cash,78
2748,8671,2031-11-03,52,1082,Book R,17,161.87,3183.42,Credit Card,46
2749,258,2035-11-15,427,1029,Book I,2,43.07,4135.27,Credit Card,35
2750,7455,2026-09-01,886,1065,Book I,5,41.72,2428.98,Debit Card,15
2751,8709,2032-04-10,103,1008,Book B,18,23.54,215.17,Debit Card,10
2752,7992,2026-10-14,829,1055,Book I,1,119.22,1062.98,Paypal,93
2753,8310,2030-03-11,351,1015,Book T,12,56.26,4648.43,Debit Card,7
2754,2090,2034-12-22,787,1004,Book K,10,160.72,3127.58,Credit Card,89
2755,7875,2031-05-11,827,1064,Book B,2,159.69,4103.82,Paypal,76
2756,504,2029-08-17,456,1048,Book T,15,22.15,30.2,Cash,19
2757,4150,2026-02-05,956,1056,Book F,8,85.39,2272.85,Debit Card,86
2758,8908,2026-03-07,876,1092,Book S,1,100.15,1614.22,Debit Card,96
2759,1346,2028-05-29,757,1051,Book O,11,127.22,1666.37,Cash,74
2760,5764,2027-05-02,39,1076,Book B,0,105.76,4803.24,Credit Card,93
2761,6481,2026-03-20,823,1048,Book I,13,99.45,250.69,Credit Card,32
2762,2249,2025-04-18,192,1045,Book P,16,73.41,3589.13,Credit Card,69
2763,9133,2032-07-22,588,1099,Book H,16,45.09,3750.06,Debit Card,48
2764,373,2031-05-01,501,1008,Book J,2,158.87,729.76,Debit Card,94
2765,8544,2036-08-26,162,1048,Book I,4,137.27,1730.8,Credit Card,93
2766,3536,2035-02-28,963,1059,Book D,6,192.3,2819.35,Paypal,59
2767,2007,2033-06-26,447,1087,Book L,13,56.15,649.0,Paypal,98
2768,3838,2028-03-27,686,1043,Book D,11,193.33,3048.85,Cash,78
2769,8025,2028-07-05,155,1045,Book L,11,186.88,2698.18,Credit Card,81
2770,4138,2026-04-29,368,1012,Book K,10,164.71,3455.13,Credit Card,64
2771,9993,2035-02-13,211,1070,Book M,16,169.12,3139.81,Paypal,29
2772,3313,2025-05-07,226,1033,Book L,15,123.93,4246.26,Paypal,35
2773,6216,2023-04-08,244,1084,Book K,7,14.81,2413.49,Debit Card,95
2774,2103,2031-12-19,323,1077,Book P,7,179.15,4006.27,Cash,5
2775,998,2031-09-30,420,1051,Book M,19,164.53,2301.78,Cash,83
2776,8274,2026-12-12,117,1066,Book F,6,127.65,4178.58,Credit Card,10
2777,3913,2028-02-15,907,1009,Book E,11,110.04,364.94,Paypal,24
2778,1177,2034-12-21,525,1041,Book G,1,9.23,3128.03,Paypal,3
2779,552,2032-03-09,754,1073,Book P,3,22.13,148.97,Credit Card,32
2780,745,2028-05-19,169,1085,Book O,10,34.68,4545.23,Debit Card,92
2781,6192,2032-12-24,550,1008,Book O,5,28.8,914.09,Cash,48
2782,7608,2034-07-30,902,1017,Book H,7,27.81,2943.16,Credit Card,94
2783,6350,2025-07-12,519,1053,Book N,7,137.52,517.32,Credit Card,7
2784,4394,2034-06-02,175,1076,Book R,3,34.06,1192.2,Credit Card,79
2785,8072,2036-06-18,387,1053,Book H,12,134.22,2078.89,Credit Card,14
2786,5380,2036-08-20,416,1096,Book G,3,34.96,3073.45,Credit Card,98
2787,8556,2035-01-04,149,1015,Book O,16,159.16,193.54,Credit Card,16
2788,7786,2026-04-08,178,1006,Book F,10,111.05,4371.92,Debit Card,25
2789,7718,2023-10-10,437,1002,Book S,1,49.53,3822.45,Cash,3
2790,9019,2035-07-10,478,1023,Book E,13,21.41,3047.41,Debit Card,27
2791,9097,2029-01-01,833,1087,Book J,18,87.01,2138.25,Debit Card,23
2792,5485,2023-08-27,81,1076,Book E,3,76.77,4688.99,Debit Card,68
2793,5581,2025-03-13,958,1083,Book S,3,19.04,2072.29,Credit Card,7
2794,5096,2036-04-08,698,1001,Book E,3,136.39,534.2,Paypal,15
2795,5054,2028-05-01,874,1098,Book I,2,180.14,4044.96,Credit Card,55
2796,694,2031-01-10,339,1005,Book I,4,82.05,3357.15,Credit Card,32
2797,2534,2027-09-17,431,1068,Book M,4,123.47,3577.66,Debit Card,34
2798,4631,2023-11-05,196,1092,Book D,5,100.24,2877.34,Debit Card,21
2799,983,2031-08-05,986,1030,Book B,2,46.19,3720.7,Cash,97
2800,7671,2033-11-11,754,1056,Book L,11,56.0,3481.95,Cash,85
2801,80,2028-07-13,410,1080,Book L,5,128.18,1044.21,Debit Card,29
2802,5407,2030-12-24,295,1098,Book R,16,160.24,1776.63,Paypal,9
2803,7065,2034-12-06,818,1057,Book R,9,137.89,2110.4,Paypal,61
2804,8630,2035-10-06,586,1076,Book O,3,21.45,2483.75,Debit Card,36
2805,9499,2036-01-13,774,1026,Book R,15,62.92,2064.91,Cash,50
2806,8734,2033-04-18,675,1024,Book H,10,185.48,406.93,Cash,86
2807,7007,2034-04-01,968,1048,Book O,9,109.58,3777.04,Credit Card,5
2808,5072,2033-12-30,961,1076,Book F,5,142.37,4874.36,Debit Card,99
2809,262,2029-02-06,825,1010,Book M,19,30.93,2292.72,Debit Card,12
2810,2143,2034-02-03,690,1081,Book H,1,36.62,51.49,Debit Card,47
2811,6459,2036-07-16,887,1004,Book T,8,66.59,1706.77,Paypal,73
2812,2269,2028-05-16,221,1033,Book O,14,118.24,4496.24,Credit Card,11
2813,446,2024-07-26,797,1071,Book F,4,97.99,20.46,Credit Card,75
2814,4996,2025-01-13,800,1060,Book L,2,165.07,1388.41,Debit Card,45
2815,7915,2033-01-06,96,1059,Book H,8,64.54,779.35,Paypal,9
2816,3650,2025-11-13,810,1062,Book I,13,23.74,4741.4,Paypal,25
2817,8372,2025-01-27,999,1064,Book S,6,53.89,3622.35,Credit Card,9
2818,3315,2029-03-02,575,1049,Book M,2,125.62,3823.3,Debit Card,62
2819,1702,2033-01-29,245,1041,Book P,1,68.21,1471.23,Credit Card,33
2820,2527,2030-07-18,931,1073,Book F,18,5.45,2667.33,Credit Card,91
2821,6561,2030-12-10,580,1015,Book B,5,99.0,4155.43,Cash,7
2822,69,2026-05-16,849,1050,Book O,17,25.58,2045.21,Credit Card,83
2823,1169,2034-09-17,320,1065,Book O,12,47.53,3095.04,Cash,57
2824,49,2027-10-27,982,1020,Book M,4,151.67,3029.3,Credit Card,5
2825,1054,2027-08-10,675,1081,Book E,5,105.93,1200.07,Paypal,88
2826,85,2025-05-11,357,1060,Book B,3,127.04,929.74,Paypal,69
2827,881,2023-03-04,732,1009,Book B,3,113.02,4729.11,Credit Card,90
2828,2652,2033-03-25,165,1037,Book S,2,183.74,2992.59,Credit Card,89
2829,8363,2026-04-13,2,1056,Book I,0,182.91,1590.6,Credit Card,32
2830,2440,2035-12-10,327,1064,Book I,18,95.22,4241.47,Credit Card,58
2831,6081,2033-03-24,569,1077,Book R,12,108.29,870.52,Paypal,21
2832,4818,2031-01-29,552,1003,Book G,11,128.85,1603.01,Cash,36
2833,1468,2026-11-09,95,1033,Book P,4,196.06,3965.9,Debit Card,3
2834,7164,2024-01-10,850,1058,Book A,0,182.57,2594.77,Credit Card,56
2835,4602,2025-04-09,572,1000,Book J,18,126.35,2066.02,Credit Card,36
2836,2442,2028-09-20,485,1090,Book G,1,37.15,3210.67,Debit Card,61
2837,4783,2029-09-26,404,1006,Book L,16,146.05,3000.92,Credit Card,14
2838,231,2025-08-16,375,1055,Book L,1,73.05,2073.8,Debit Card,63
2839,1321,2030-11-22,96,1036,Book E,2,126.33,4322.63,Credit Card,18
2840,42,2023-05-02,385,1079,Book L,1,160.39,261.06,Credit Card,17
2841,778,2030-05-03,923,1052,Book N,8,57.81,1388.68,Cash,69
2842,9045,2030-08-22,217,1061,Book B,15,199.76,4648.81,Credit Card,61
2843,9487,2035-04-19,509,1082,Book K,8,154.1,113.25,Cash,62
2844,1730,2032-02-02,793,1034,Book O,19,197.69,2890.14,Credit Card,84
2845,3061,2036-09-07,622,1053,Book L,1,131.52,1398.73,Credit Card,77
2846,580,2035-04-03,72,1068,Book H,11,134.34,2975.08,Credit Card,69
2847,5016,2023-12-15,676,1078,Book F,1,18.61,4614.12,Debit Card,76
2848,9523,2029-09-11,962,1016,Book I,1,7.78,2182.97,Credit Card,2
2849,6757,2025-11-20,770,1094,Book N,10,30.95,3045.34,Debit Card,90
2850,5366,2024-04-23,471,1085,Book N,15,60.61,1423.31,Credit Card,38
2851,1492,2026-09-27,651,1065,Book R,4,168.55,4264.13,Cash,80
2852,7748,2035-01-25,690,1013,Book J,1,105.07,2794.33,Paypal,30
2853,9178,2032-05-27,311,1053,Book L,4,80.54,268.77,Paypal,84
2854,62,2031-02-14,226,1027,Book P,1,24.46,40.14,Cash,51
2855,4504,2023-10-05,329,1007,Book H,0,104.06,2265.9,Credit Card,36
2856,7079,2032-09-06,704,1036,Book F,14,121.08,2651.28,Credit Card,80
2857,6686,2034-09-21,764,1074,Book H,17,186.81,1371.11,Credit Card,84
2858,403,2033-03-09,452,1003,Book O,2,108.69,3359.16,Credit Card,73
2859,333,2027-06-06,311,1026,Book H,10,26.74,3957.72,Paypal,95
2860,2085,2027-07-24,257,1033,Book J,3,163.06,1878.8,Paypal,38
2861,6992,2031-03-18,907,1044,Book K,10,26.88,2022.01,Debit Card,47
2862,165,2028-08-29,819,1049,Book J,1,67.46,2273.18,Debit Card,41
2863,4353,2034-12-03,543,1095,Book K,11,107.67,428.9,Credit Card,50
2864,2716,2025-02-16,968,1096,Book M,3,25.02,397.45,Credit Card,77
2865,9017,2023-02-01,867,1036,Book M,14,58.49,3816.7,Cash,59
2866,5309,2029-05-11,94,1077,Book R,4,96.79,1604.09,Cash,24
2867,2756,2035-06-23,149,1023,Book P,4,189.38,584.66,Cash,82
2868,5580,2023-03-01,883,1017,Book S,13,189.71,3484.19,Debit Card,39
2870,1335,2024-05-24,416,1083,Book G,10,132.14,2996.05,Debit Card,68
2871,8119,2023-01-09,484,1098,Book N,7,152.73,2966.94,Paypal,1
2872,2865,2024-02-25,973,1088,Book K,5,73.23,2050.28,Debit Card,8
2873,1660,2024-10-04,326,1036,Book S,5,161.43,583.18,Debit Card,62
2874,7881,2029-02-25,44,1013,Book J,14,88.27,4582.46,Credit Card,97
2875,754,2035-01-18,393,1082,Book J,17,40.84,1965.86,Debit Card,4
2876,9288,2032-04-07,341,1063,Book O,2,141.58,3789.14,Debit Card,8
2877,707,2027-01-22,885,1088,Book O,2,5.27,3428.29,Debit Card,66
2878,3161,2034-05-25,46,1065,Book L,18,141.49,3431.84,Credit Card,92
2879,8651,2023-12-29,266,1085,Book F,14,196.08,3588.96,Paypal,37
2880,9975,2028-09-08,940,1060,Book G,15,104.93,3718.59,Credit Card,73
2881,9680,2024-03-18,49,1074,Book S,1,147.5,2154.0,Credit Card,0
2882,6907,2032-01-25,154,1012,Book L,10,122.26,2636.94,Credit Card,32
2883,9654,2031-03-12,568,1094,Book B,2,155.74,3320.31,Credit Card,52
